StudentID,Attendance_Percent,Gender,Age,Department,Midterm_Score,Final_Score,Projects_Score,Total_Score,Extracurricular_Activities,Parent_Education_Level,Family_Income_Level
S14048,97.39,Male,21,CS,95.06,66.09,67.51,68.4325,No,None,Medium
S14073,71.28,Female,23,Engineering,40.54,78.5,93.04,74.6965,Yes,Bachelor's,Low
S14103,85.0,Male,20,Business,90.82,57.87,59.44,66.3745,No,High School,Medium
S14105,99.94,Female,23,Engineering,84.36,50.59,75.75,71.609,No,Bachelor's,Medium
S14129,98.36,Female,22,CS,76.51,86.43,66.45,80.1815,Yes,PhD,Low
S14134,84.69,Female,18,Mathematics,48.76,74.45,58.57,63.915,Yes,None,Low
S14135,79.2,Male,21,Business,77.74,47.24,55.97,61.186,No,Master's,Low
S14144,74.03,Male,18,CS,89.58,69.15,92.55,79.139,No,PhD,Medium
S14149,73.28,Male,21,Engineering,81.75,99.41,61.45,81.375,Yes,PhD,Medium
S14164,99.0,Male,24,Mathematics,83.6,45.56,84.57,67.559,No,None,High
S14167,97.34,Male,18,CS,47.47,85.07,75.42,70.3875,Yes,High School,Medium
S14173,92.23,Female,22,Mathematics,57.7,57.96,96.68,78.24,Yes,PhD,High
S14174,86.63,Male,18,Mathematics,40.54,78.07,71.94,67.6975,No,Master's,High
S14176,66.83,Male,23,Mathematics,46.8,67.29,94.73,74.908,No,High School,Low
S14186,61.81,Male,22,Business,64.43,87.6,73.96,76.2825,Yes,Bachelor's,Low
S14191,99.44,Female,20,Mathematics,76.15,84.19,52.75,68.423,Yes,PhD,Low
S14232,65.1,Male,21,Business,52.89,74.82,84.91,71.9925,Yes,PhD,Low
S14317,62.51,Male,23,Engineering,52.14,82.73,57.06,61.4375,Yes,Bachelor's,Medium
S14320,73.18,Male,24,Mathematics,72.39,80.51,91.07,82.8395,No,PhD,Low
S14326,88.21,Male,21,Mathematics,84.63,54.37,88.24,75.448,No,High School,Medium
S14335,60.96,Male,21,Business,47.37,82.64,58.5,63.664,Yes,None,Low
S14355,99.25,Female,23,Mathematics,76.44,99.33,54.18,73.7585,No,High School,High
S14363,69.58,Female,18,Engineering,64.72,93.71,61.76,74.3745,Yes,Bachelor's,Medium
S14372,86.58,Female,22,CS,66.0,56.45,90.04,69.5375,No,PhD,High
S14377,63.3,Male,24,CS,55.26,72.09,77.82,66.4755,No,PhD,Medium
S14381,63.56,Male,19,CS,79.36,77.24,90.11,81.745,No,None,Low
S14402,69.54,Female,21,CS,45.5,40.4,51.5,53.9015,Yes,None,High
S14404,62.26,Male,20,CS,77.69,47.37,97.16,80.553,Yes,None,Medium
S14416,78.01,Female,20,CS,55.64,41.37,74.0,63.855,Yes,None,Medium
S14430,80.8,Female,19,CS,82.18,69.14,53.94,68.6545,Yes,Bachelor's,Low
S14441,91.94,Female,22,Mathematics,96.21,48.87,99.57,78.271,No,PhD,High
S14445,66.29,Male,24,Engineering,77.6,43.71,71.94,59.44,Yes,High School,High
S14463,73.03,Female,23,Engineering,41.25,76.71,64.02,69.127,Yes,None,High
S14468,82.29,Male,19,Mathematics,56.3,99.52,88.59,82.969,Yes,Bachelor's,Medium
S14475,90.58,Female,20,Engineering,44.87,91.13,86.45,82.7065,No,None,Low
S14483,90.14,Male,22,Engineering,94.19,40.65,73.25,70.425,Yes,Master's,Medium
S14488,61.89,Female,22,CS,75.17,47.13,85.97,70.1505,No,High School,Medium
S14491,66.53,Female,22,Mathematics,62.44,70.69,64.68,71.1345,No,PhD,High
S14514,86.86,Female,20,Mathematics,66.0,86.38,59.67,71.2905,Yes,None,High
S14539,60.08,Female,22,Business,50.84,51.93,59.34,57.182,No,Bachelor's,Low
S14546,97.3,Female,19,Engineering,70.67,57.18,66.69,66.9955,Yes,Master's,High
S14577,80.02,Female,19,Mathematics,56.78,89.85,68.81,68.6175,No,Bachelor's,Medium
S14586,89.18,Male,22,Business,43.33,41.08,98.33,70.6415,No,Bachelor's,High
S14588,75.25,Female,22,Engineering,45.99,75.3,53.45,64.5515,No,Bachelor's,High
S14619,89.82,Female,20,CS,86.81,95.19,63.91,75.8,Yes,None,Medium
S14628,61.79,Male,23,Engineering,66.31,71.96,58.08,67.8655,Yes,Bachelor's,High
S14630,87.88,Female,18,Engineering,45.72,90.0,90.15,81.947,Yes,None,High
S14654,71.52,Female,21,CS,75.1,74.47,91.14,80.5275,No,Bachelor's,Low
S14656,78.35,Female,24,Engineering,90.92,99.47,83.92,81.3075,Yes,Master's,Medium
S14676,94.96,Male,23,Engineering,67.15,66.3,70.48,65.6,Yes,PhD,High
S14694,68.37,Male,18,Business,69.39,57.47,61.79,65.9085,No,PhD,High
S14743,99.54,Female,21,Engineering,62.8,98.32,66.49,70.325,Yes,PhD,Medium
S14745,86.06,Male,21,Business,55.13,46.48,79.98,64.5055,Yes,Bachelor's,Medium
S14747,62.88,Male,18,CS,78.34,83.8,58.49,73.175,No,Master's,Low
S14751,97.77,Male,20,CS,92.02,50.56,85.54,76.7595,No,PhD,High
S14768,68.69,Female,24,Engineering,95.38,79.68,56.44,72.5675,No,PhD,Medium
S14795,88.93,Female,20,Engineering,94.02,70.96,93.15,81.7465,Yes,Master's,Low
S14840,64.69,Female,19,Engineering,60.56,72.79,88.08,73.8485,Yes,Bachelor's,Medium
S14845,64.0,Female,23,Mathematics,57.76,47.04,81.63,69.9105,No,Bachelor's,High
S14850,62.26,Male,19,Engineering,96.26,50.59,67.85,73.0025,Yes,Bachelor's,High
S14857,76.41,Male,23,CS,99.62,53.95,59.02,66.4255,No,Master's,Low
S14868,71.08,Male,21,Mathematics,60.4,59.8,52.63,58.806,No,Bachelor's,Medium
S14898,87.07,Male,23,CS,61.93,88.41,95.57,78.855,No,High School,Medium
S14900,60.97,Male,24,Mathematics,60.97,88.12,73.19,72.435,Yes,PhD,Medium
S14948,67.19,Female,23,Business,81.68,85.8,85.16,82.358,Yes,High School,Low
S14970,68.09,Male,18,Mathematics,81.71,72.46,98.08,78.7555,No,Bachelor's,Medium
S14979,72.86,Female,19,CS,56.86,43.34,64.24,62.4645,No,High School,High
S10405,61.57,Male,21,CS,57.78,99.36,63.91,71.546,No,Bachelor's,High
S10412,63.87,Male,21,Mathematics,56.54,74.25,64.65,71.234,Yes,PhD,High
S10438,98.65,Male,18,Business,73.23,86.73,79.83,82.2155,No,Bachelor's,Low
S10445,91.01,Female,19,Business,87.53,76.5,74.93,75.541,Yes,Bachelor's,Medium
S10454,66.2,Male,23,Mathematics,82.89,91.77,56.87,70.9865,Yes,PhD,Medium
S10488,77.15,Female,19,Mathematics,78.56,83.5,55.12,76.115,Yes,Master's,Low
S10504,99.61,Male,23,CS,50.5,57.22,84.45,62.2195,No,Master's,Medium
S10524,82.87,Female,18,Mathematics,97.2,61.53,51.85,64.4875,No,Bachelor's,Low
S10544,89.74,Female,21,CS,79.33,49.63,60.62,63.935,No,Bachelor's,Medium
S10546,62.11,Female,24,CS,69.67,82.97,70.01,71.2995,No,None,Medium
S10587,94.91,Female,22,CS,72.72,69.38,76.06,73.4605,No,Bachelor's,Medium
S10588,62.71,Male,24,Business,53.2,66.23,74.34,64.63,No,None,High
S10612,98.62,Male,19,Mathematics,70.59,54.21,57.48,59.312,No,High School,Low
S10615,96.17,Male,19,Engineering,69.06,78.2,92.51,83.8345,Yes,High School,High
S10616,99.64,Male,23,Mathematics,90.76,87.51,61.02,68.905,No,PhD,High
S10619,83.63,Female,20,CS,87.18,66.41,82.47,71.494,Yes,High School,Low
S10643,89.48,Female,19,CS,43.83,82.81,87.67,73.812,No,Master's,Low
S10667,71.61,Female,21,Mathematics,87.29,82.34,58.96,73.354,No,None,Medium
S10676,65.96,Male,20,Engineering,83.44,88.34,58.83,68.452,Yes,PhD,Medium
S10694,70.15,Female,23,Business,51.09,96.59,86.6,73.237,No,High School,Medium
S10719,64.27,Female,19,CS,53.24,48.34,59.75,61.9265,Yes,PhD,Low
S10722,70.33,Male,23,Business,95.69,66.37,68.0,79.54,Yes,Bachelor's,Low
S10744,76.41,Female,18,Engineering,64.05,78.59,70.05,69.297,Yes,PhD,High
S10772,90.12,Male,20,Engineering,93.45,53.37,56.32,62.083,No,Bachelor's,High
S10800,86.63,Female,24,Business,84.28,96.82,55.41,76.768,Yes,Bachelor's,Low
S10820,92.93,Male,21,CS,99.93,57.6,60.82,67.015,Yes,Bachelor's,High
S10832,95.05,Female,23,Mathematics,81.65,51.55,94.29,75.2025,Yes,None,High
S10833,70.78,Male,23,Mathematics,44.16,65.47,64.65,64.0045,No,PhD,Medium
S10836,86.29,Male,22,Mathematics,61.08,75.18,98.07,82.135,No,PhD,High
S10855,89.96,Male,18,CS,53.55,42.51,72.81,63.448,No,PhD,Low
S10858,85.33,Male,22,Engineering,85.06,63.55,57.89,67.149,No,None,High
S10863,63.14,Female,18,CS,94.21,42.7,64.62,63.927,No,High School,Medium
S10866,90.37,Female,19,Engineering,85.12,64.57,60.01,64.9245,Yes,None,Low
S10873,86.02,Male,22,Business,65.86,84.76,58.92,71.346,Yes,PhD,Medium
S10876,81.64,Male,18,Business,52.27,74.19,97.59,75.817,No,None,High
S10889,83.2,Female,21,Business,62.25,77.63,60.19,67.7135,Yes,Master's,High
S10890,74.28,Female,23,CS,84.75,78.39,51.9,70.9995,No,None,Low
S10938,99.13,Female,24,Engineering,40.2,74.32,86.37,74.333,No,Bachelor's,Low
S10945,90.86,Male,24,Business,91.13,91.83,96.61,86.313,No,High School,Medium
S10968,97.0,Female,20,Business,42.56,56.99,99.44,73.2185,No,PhD,Medium
S11003,99.8,Male,23,CS,43.18,91.06,64.31,64.669,No,None,Low
S11035,83.48,Female,23,CS,58.91,94.72,81.67,74.875,Yes,Bachelor's,Low
S11041,80.68,Female,23,Mathematics,62.29,92.24,59.5,70.763,Yes,PhD,High
S11101,85.17,Female,24,Business,80.35,59.15,95.99,80.2445,Yes,High School,High
S11108,77.36,Male,20,Engineering,72.63,92.22,72.81,77.9885,No,Master's,Medium
S11116,61.31,Male,19,Mathematics,99.44,56.62,83.44,77.8985,Yes,Master's,Low
S11142,95.26,Female,18,Mathematics,61.67,74.17,65.19,65.504,No,Bachelor's,Low
S11145,64.58,Female,23,Business,77.22,99.15,62.64,73.6485,No,None,High
S11204,95.79,Male,23,Engineering,94.53,73.52,78.4,77.2615,Yes,High School,Low
S11262,89.09,Female,22,CS,65.55,83.66,98.85,78.831,Yes,PhD,Medium
S11312,80.04,Female,20,Engineering,74.78,52.88,61.64,67.849,Yes,Master's,Low
S11324,64.73,Female,22,CS,70.96,60.21,75.76,69.9075,Yes,Bachelor's,Low
S11334,82.24,Female,20,Business,94.77,70.76,56.73,71.341,Yes,Master's,High
S11335,97.23,Male,23,Business,80.14,46.53,90.47,73.7165,Yes,PhD,High
S11352,65.76,Male,20,Mathematics,49.91,99.14,88.72,80.2135,No,Master's,High
S11371,61.2,Male,19,Engineering,74.62,52.49,55.97,68.0655,Yes,None,Low
S11414,71.97,Male,19,CS,86.46,61.65,75.53,70.7885,No,Master's,High
S11434,76.67,Female,23,Mathematics,54.91,95.71,64.9,69.933,No,None,High
S11478,90.79,Female,23,Mathematics,69.25,74.77,94.11,82.4665,Yes,Master's,Low
S11494,91.05,Female,19,Engineering,87.09,59.29,74.8,71.1305,No,High School,Low
S11517,75.77,Female,23,Business,87.57,98.32,57.48,71.3125,No,None,High
S11530,85.52,Male,23,Mathematics,66.41,55.48,88.67,73.57,Yes,Bachelor's,Medium
S11561,76.01,Female,24,Mathematics,91.76,52.94,63.53,65.3425,No,PhD,Low
S11584,88.25,Female,20,Mathematics,72.26,67.47,77.34,71.376,Yes,Master's,High
S11602,97.19,Male,19,Business,47.34,42.83,59.23,57.928,No,PhD,Low
S11604,77.12,Female,22,Mathematics,75.73,43.65,73.27,63.35,No,None,Medium
S11630,70.18,Male,19,Engineering,95.8,72.61,99.7,86.193,No,,Low
S11638,79.48,Female,19,Business,59.42,63.1,80.53,65.198,No,Master's,Medium
S11663,85.99,Female,23,Engineering,74.49,69.03,57.16,67.7925,Yes,PhD,Low
S11681,61.61,Male,20,CS,65.59,61.55,91.14,71.137,No,High School,Low
S11705,63.15,Male,22,Engineering,40.45,77.25,62.57,61.2895,No,None,Low
S11715,85.45,Male,23,CS,43.19,75.95,53.03,64.4305,No,Master's,High
S11728,62.18,Female,18,Engineering,79.03,64.32,58.39,63.643,No,High School,High
S11761,85.14,Female,23,Business,59.08,96.08,86.32,83.824,No,PhD,High
S11791,97.2,Female,21,Mathematics,64.6,51.13,81.85,70.003,Yes,Bachelor's,High
S11841,81.33,Female,18,Business,74.5,70.15,57.52,69.318,Yes,PhD,Low
S11843,68.5,Female,24,CS,60.38,66.66,53.11,59.5055,No,PhD,High
S11852,83.39,Female,22,CS,86.98,55.9,92.47,75.976,Yes,Bachelor's,Medium
S11878,62.72,Female,23,Mathematics,97.84,76.42,68.15,78.601,No,Bachelor's,High
S11892,93.11,Male,24,Engineering,57.62,46.48,61.11,60.014,No,PhD,High
S11926,70.84,Female,21,CS,77.22,67.2,73.55,70.418,No,PhD,Low
S11928,81.99,Male,19,Mathematics,62.46,45.59,82.24,65.894,Yes,None,High
S11949,85.84,Male,24,CS,57.23,69.23,70.32,70.5385,Yes,PhD,Low
S11991,70.14,Female,20,Engineering,84.63,93.67,98.15,85.7445,No,Bachelor's,Low
S11996,78.4,Female,18,Engineering,90.52,43.01,56.15,59.3065,No,High School,High
S12044,88.42,Male,18,Engineering,78.3,63.24,82.04,69.8665,Yes,High School,High
S12075,81.55,Female,24,Business,76.16,88.46,70.86,76.2975,Yes,PhD,High
S12091,79.97,Male,22,Engineering,81.38,63.65,92.62,76.106,Yes,High School,Low
S12092,71.04,Male,22,Engineering,68.74,82.58,68.75,71.2825,Yes,PhD,Medium
S12099,89.39,Female,19,Business,70.68,40.71,56.38,60.1935,No,None,Medium
S12113,73.54,Male,18,Engineering,60.64,66.86,75.61,70.167,No,High School,Low
S12131,81.73,Female,19,CS,62.85,66.4,90.5,77.954,No,None,Medium
S12133,62.13,Female,18,Engineering,67.97,63.66,73.13,65.716,Yes,None,High
S12147,90.47,Female,19,Business,73.8,69.14,81.24,71.0245,No,Master's,High
S12168,77.16,Male,19,Mathematics,50.56,71.89,69.04,68.1115,Yes,High School,High
S12172,94.86,Female,18,Mathematics,88.85,63.19,54.29,69.5095,No,PhD,High
S12174,68.59,Male,24,Engineering,53.32,42.34,95.18,66.298,No,None,High
S12179,73.8,Female,22,Engineering,82.67,40.67,76.19,65.7025,Yes,Master's,High
S12189,99.67,Female,19,Business,41.0,77.6,58.27,66.83,No,Master's,High
S12203,60.94,Female,23,Mathematics,42.3,65.41,50.85,58.466,Yes,Master's,High
S12230,78.87,Male,22,Business,71.2,59.07,54.49,67.191,Yes,Master's,Medium
S12254,75.96,Female,24,CS,57.17,87.17,58.29,66.901,Yes,Bachelor's,Medium
S12284,89.65,Male,23,Mathematics,42.59,40.01,55.74,58.41,No,Master's,Medium
S12293,70.27,Male,20,CS,81.11,94.68,70.22,76.867,Yes,None,Medium
S12311,77.55,Male,19,Business,51.46,89.32,72.04,74.581,No,High School,Low
S12313,85.46,Male,24,Engineering,52.22,45.47,64.08,59.0315,Yes,Bachelor's,Low
S12317,94.65,Male,18,Business,74.71,48.11,51.25,60.2675,Yes,None,High
S12326,73.99,Male,23,Mathematics,72.27,41.42,65.8,63.471,No,PhD,High
S12351,89.69,Male,22,Mathematics,41.17,62.77,72.34,61.2745,Yes,Master's,High
S12363,72.19,Male,19,Business,92.2,88.29,92.32,79.0725,Yes,Master's,Low
S12364,89.3,Male,22,Business,67.96,88.59,82.63,76.988,No,High School,Low
S12365,81.92,Female,23,Engineering,79.98,47.23,72.29,68.142,Yes,Master's,High
S12377,74.51,Female,20,Engineering,43.51,91.17,64.42,74.04,Yes,None,High
S12392,68.87,Female,19,CS,65.37,47.49,89.04,67.646,Yes,Bachelor's,Medium
S12395,63.63,Male,19,CS,77.54,57.22,64.25,68.7495,Yes,Master's,Medium
S12456,80.92,Female,18,Engineering,49.24,77.98,90.45,72.472,No,High School,High
S12457,90.75,Female,21,Mathematics,90.39,76.0,69.85,74.118,Yes,High School,High
S12462,90.01,Male,20,Mathematics,70.49,74.31,98.25,82.535,Yes,None,Medium
S12472,70.23,Male,20,Business,92.3,77.11,96.53,83.7875,No,Master's,Low
S12474,68.16,Female,18,CS,83.36,95.28,86.33,80.8885,No,High School,Medium
S12475,76.0,Female,22,Business,45.21,54.93,91.2,69.308,No,Master's,Low
S12480,64.62,Female,19,Engineering,52.79,78.03,72.09,71.45,Yes,Master's,Low
S12484,69.34,Female,22,Engineering,50.35,50.83,50.41,54.455,Yes,PhD,Low
S12520,66.3,Female,24,Mathematics,69.94,46.7,74.07,65.4645,Yes,None,Low
S12540,94.33,Female,19,Business,63.66,72.94,68.5,70.6725,No,High School,Low
S12568,79.67,Female,20,CS,59.79,80.89,77.42,74.3765,No,None,Low
S12591,72.35,Female,24,CS,85.27,99.85,59.45,78.3595,No,Master's,High
S12684,96.19,Male,21,Engineering,96.02,75.85,57.06,76.254,No,Master's,Medium
S12687,71.36,Male,22,CS,59.51,41.61,87.3,61.5655,Yes,Bachelor's,High
S12717,66.03,Female,19,Mathematics,44.14,45.51,95.43,64.0465,No,High School,High
S12726,79.8,Male,19,Mathematics,92.84,66.04,64.11,67.3875,Yes,High School,Medium
S12734,72.38,Male,20,Engineering,79.76,49.0,94.93,77.324,Yes,PhD,Medium
S12741,98.17,Male,24,Engineering,94.74,53.35,84.35,75.1625,No,Bachelor's,High
S12785,91.93,Female,20,CS,61.92,78.67,53.93,68.4,No,Master's,Low
S12788,61.92,Female,22,Business,50.25,57.01,58.52,59.854,Yes,None,Medium
S12792,93.93,Female,21,Mathematics,51.92,78.74,91.01,80.697,No,High School,High
S12814,84.77,Male,19,Business,67.87,53.78,69.0,60.733,No,PhD,Low
S12816,95.07,Female,20,CS,83.57,84.81,54.62,66.738,Yes,Bachelor's,High
S12822,69.97,Female,24,Engineering,82.5,95.67,81.43,82.751,No,Master's,High
S12835,81.46,Male,24,Mathematics,62.86,81.21,93.01,80.462,Yes,Master's,Medium
S12842,91.35,Female,20,Business,76.45,86.98,78.63,74.4375,No,Bachelor's,Low
S12846,72.77,Female,23,Engineering,50.45,41.87,85.49,67.979,Yes,Master's,Medium
S12848,62.83,Female,18,Mathematics,79.12,86.19,61.46,75.984,Yes,PhD,High
S12902,79.04,Female,24,Mathematics,89.72,92.56,74.59,75.7075,Yes,None,Medium
S12904,65.63,Male,24,Engineering,71.4,41.52,87.99,69.447,No,Bachelor's,High
S12953,73.92,Female,22,Mathematics,67.98,42.66,87.47,75.1815,No,PhD,Low
S12955,95.18,Female,22,Engineering,43.65,62.86,84.87,70.082,No,PhD,Medium
S12967,77.5,Male,18,Business,84.44,42.24,96.55,69.6505,No,Master's,Medium
S12971,68.05,Male,22,Mathematics,98.26,46.12,82.24,70.007,No,PhD,Low
S12987,96.14,Female,22,Mathematics,63.61,96.24,73.46,83.232,No,Master's,Low
S12989,73.77,Male,23,Mathematics,42.82,68.35,94.37,73.302,Yes,Bachelor's,High
S12998,86.53,Male,19,Mathematics,50.51,50.07,94.54,68.8825,No,PhD,High
S13005,64.06,Female,19,Engineering,42.73,98.24,98.34,78.993,No,Bachelor's,Low
S13010,85.44,Male,24,Engineering,72.84,76.76,61.57,73.9835,No,Bachelor's,Low
S13019,66.83,Male,20,CS,73.12,84.57,83.6,78.81,Yes,Bachelor's,Low
S13022,79.76,Female,24,Mathematics,57.5,67.05,99.45,76.656,Yes,PhD,High
S13026,84.89,Male,18,Mathematics,42.9,65.8,94.31,66.575,Yes,None,Medium
S13028,83.98,Female,23,Business,85.06,60.95,64.36,66.565,Yes,Master's,Low
S13032,83.3,Female,19,Mathematics,90.37,77.88,94.42,82.614,No,None,Low
S13045,66.67,Male,18,Mathematics,69.67,79.41,85.28,74.386,No,Master's,High
S13088,86.12,Male,23,CS,59.96,87.87,51.06,65.025,No,None,High
S13142,72.0,Female,21,Business,70.55,81.86,90.04,81.3765,Yes,Master's,Low
S13153,77.63,Male,18,CS,87.42,76.14,84.13,74.275,No,Master's,Medium
S13214,68.82,Male,20,CS,84.8,68.45,59.14,69.7015,Yes,Master's,High
S13237,65.29,Male,19,Mathematics,65.72,73.94,95.66,82.791,No,Bachelor's,Low
S13306,75.19,Male,23,Mathematics,43.32,91.22,57.47,67.6165,Yes,High School,Medium
S13319,76.81,Female,23,CS,65.75,80.26,87.9,76.959,No,Master's,Low
S13327,98.27,Female,19,Engineering,54.01,43.14,85.99,66.2325,No,Bachelor's,High
S13338,84.47,Male,18,Engineering,53.4,62.16,62.5,64.7365,No,Master's,Medium
S13348,65.47,Female,23,Business,51.91,69.46,75.41,70.319,No,High School,High
S13373,62.47,Male,22,Mathematics,76.65,58.67,88.78,68.595,Yes,PhD,Medium
S13377,83.98,Female,19,Mathematics,88.64,56.5,55.28,65.6835,No,Master's,Low
S13379,78.6,Male,20,CS,83.31,93.25,92.47,83.666,Yes,PhD,Low
S13388,68.74,Female,24,Engineering,66.54,99.72,66.53,76.6145,Yes,High School,High
S13389,97.4,Male,20,Engineering,88.15,80.16,90.11,79.327,No,PhD,Low
S13430,71.09,Female,21,CS,99.84,63.74,84.36,77.9935,No,High School,High
S13445,94.78,Female,19,Engineering,72.15,72.38,70.09,71.338,Yes,None,Low
S13456,94.37,Female,24,CS,95.84,99.91,90.95,87.5125,Yes,Master's,Medium
S13466,71.98,Male,21,Engineering,54.86,57.94,67.61,63.4095,Yes,Bachelor's,High
S13478,61.83,Male,20,Engineering,47.56,82.31,50.71,68.5505,No,Master's,High
S13490,64.48,Male,21,Business,92.79,49.64,55.76,65.43,No,High School,Low
S13497,97.72,Female,18,Mathematics,84.53,69.97,88.8,78.264,No,High School,High
S13510,88.73,Male,24,Engineering,48.89,59.38,88.8,69.1995,Yes,Master's,Low
S13514,67.86,Female,24,Mathematics,87.59,69.78,68.29,77.178,Yes,Bachelor's,Medium
S13554,63.45,Male,19,Engineering,80.85,95.25,79.89,80.637,Yes,Master's,High
S13560,80.62,Male,21,Engineering,89.41,42.36,61.0,61.1195,Yes,Master's,Medium
S13563,74.98,Female,20,Engineering,83.33,75.86,59.59,74.6025,Yes,Bachelor's,Low
S13584,71.38,Female,21,Business,98.48,93.9,99.35,88.008,No,Master's,Low
S13599,94.06,Male,21,Mathematics,78.19,60.32,87.98,73.8775,No,PhD,Medium
S13608,97.87,Male,20,Engineering,64.8,94.96,69.01,75.977,Yes,High School,Low
S13615,96.7,Male,21,Mathematics,92.71,87.78,50.92,69.1395,No,Master's,Low
S13619,76.14,Female,23,CS,79.37,95.28,59.47,74.751,Yes,PhD,High
S13620,92.45,Male,20,Business,55.65,77.03,57.61,70.563,No,None,Low
S13621,72.82,Male,22,Business,41.38,83.29,84.31,71.85,Yes,Bachelor's,High
S13633,60.6,Male,23,Business,47.88,40.72,98.12,66.3875,Yes,PhD,Medium
S13646,91.4,Female,23,Engineering,42.41,56.96,71.1,65.4005,Yes,Master's,Low
S13682,91.1,Male,19,Engineering,79.01,73.52,76.81,77.4245,Yes,PhD,Low
S13699,66.34,Male,18,Engineering,45.5,71.65,76.78,73.397,Yes,None,Low
S13717,87.74,Male,19,Engineering,67.19,71.16,81.15,68.3735,No,Master's,High
S13726,69.89,Female,20,CS,57.07,46.57,58.45,59.116,Yes,None,Medium
S13781,91.74,Male,20,Engineering,77.23,63.48,58.73,64.114,No,Bachelor's,Low
S13819,88.98,Female,22,CS,91.14,71.39,57.98,67.0205,No,Master's,Medium
S13823,91.08,Female,20,Mathematics,66.83,73.52,99.28,78.7325,Yes,None,High
S13834,94.51,Female,24,CS,66.19,66.24,93.24,73.358,Yes,High School,Low
S13841,87.99,Male,18,Mathematics,85.27,55.53,94.9,76.031,Yes,PhD,Low
S13848,84.95,Male,19,Business,72.54,53.38,88.07,74.7495,Yes,PhD,High
S13878,80.39,Female,21,Engineering,56.68,54.24,86.72,69.4715,Yes,Bachelor's,Medium
S13901,81.85,Male,19,CS,70.28,59.11,78.1,71.4495,No,None,High
S13916,66.8,Male,19,CS,67.29,62.38,88.14,70.993,Yes,Bachelor's,High
S13935,65.13,Male,24,Engineering,67.41,74.88,60.83,61.995,Yes,Bachelor's,Medium
S13960,99.16,Male,23,Engineering,65.64,63.52,58.98,65.6545,No,PhD,Low
S13982,74.25,Male,18,Engineering,73.43,51.22,95.38,79.711,Yes,PhD,Medium
S13991,98.76,Male,23,Mathematics,44.79,48.33,64.2,58.439,Yes,Master's,Low
S13996,88.81,Male,19,Engineering,75.26,71.69,86.99,78.015,No,None,Medium
S14001,88.64,Male,24,Mathematics,89.59,44.1,99.83,75.4045,Yes,Bachelor's,Medium
S14019,88.21,Male,19,Business,76.7,89.43,78.52,78.556,No,Bachelor's,Medium
S14050,92.46,Male,24,Business,91.37,70.23,94.29,85.461,Yes,Bachelor's,High
S14062,83.82,Female,23,Mathematics,78.26,43.4,92.69,71.8365,Yes,None,High
S14078,77.61,Female,21,CS,71.04,50.76,99.27,74.897,Yes,High School,Medium
S14085,91.3,Male,21,Business,87.79,41.18,89.02,71.952,No,Bachelor's,High
S14102,94.25,Female,24,Business,77.26,86.45,84.21,81.875,No,None,Low
S14151,96.79,Female,18,Engineering,79.09,66.33,71.4,69.8165,No,High School,Medium
S14180,77.39,Female,23,Engineering,54.16,49.16,86.07,66.196,No,Bachelor's,High
S14203,87.13,Male,23,Engineering,69.77,62.71,80.76,66.309,No,High School,Medium
S14224,67.06,Female,20,Mathematics,60.17,69.81,73.17,69.724,Yes,Bachelor's,Low
S14249,87.56,Male,23,Mathematics,75.8,95.31,84.98,82.7955,Yes,Bachelor's,High
S14255,76.97,Male,23,Business,85.8,97.12,67.62,79.9455,No,High School,High
S14264,62.04,Male,19,Mathematics,64.07,67.42,64.41,63.961,No,Bachelor's,Low
S14269,84.14,Male,23,Business,46.58,63.13,64.14,62.9695,No,PhD,Low
S14270,66.66,Male,20,Mathematics,61.05,91.45,62.31,69.569,No,Master's,Low
S14277,74.89,Male,20,Engineering,51.05,55.72,70.63,61.761,Yes,Master's,Medium
S14285,69.58,Male,24,Mathematics,96.33,51.0,60.69,66.034,Yes,Bachelor's,High
S14291,74.58,Male,21,Business,55.12,57.3,51.57,62.3725,No,PhD,Low
S14316,93.32,Male,19,Engineering,97.94,41.39,60.73,68.2895,No,PhD,Low
S14333,68.64,Female,23,Business,74.03,89.49,84.83,76.9605,No,High School,High
S14353,69.56,Male,22,Business,75.57,59.57,58.28,60.7585,Yes,None,Medium
S14374,81.99,Female,19,Engineering,67.27,74.55,66.63,71.958,No,Master's,Low
S14411,75.89,Female,22,Engineering,72.97,50.94,50.43,61.6645,No,Bachelor's,High
S14419,69.72,Male,18,CS,93.56,51.13,50.45,59.862,No,High School,Medium
S14434,85.89,Female,21,Engineering,60.42,54.22,83.84,68.285,No,Master's,High
S14443,61.09,Female,22,Business,93.88,97.3,56.03,79.9095,Yes,PhD,Low
S14446,88.99,Male,20,Engineering,86.34,59.19,75.92,74.0665,Yes,High School,Medium
S14469,90.3,Female,24,CS,53.92,45.31,64.72,62.3335,No,Master's,Medium
S14481,99.58,Female,20,Mathematics,83.85,88.99,73.97,73.4015,Yes,PhD,Low
S14486,83.71,Male,20,Mathematics,48.75,59.19,87.18,70.5435,Yes,Master's,High
S14510,78.02,Male,20,Business,88.23,87.16,65.87,74.294,Yes,Master's,Medium
S14524,68.47,Male,20,Business,94.52,72.13,96.03,84.7515,Yes,None,High
S14531,89.26,Female,19,CS,92.77,56.1,97.83,85.451,Yes,None,Low
S14561,69.54,Male,19,Engineering,74.83,97.46,59.39,77.786,No,None,High
